tracking_id	control_20min_0	20bicyclomycin_20min_0	100bicyclomycin_20min_0	control_60min_0	20bicyclomycin_60min_0
b2351	13359.8	14675.8	25271.1	7261.39	4837.16
b2352	2009.48	3024.69	5879.83	1193.93	957.861
b2353	413.052	2099.43	4704.02	419.583	1460.72
b2354	160.705	1749.38	3852.78	167.362	1266.79
b2355	9.29699	653.487	2248.89	58.9303	730.359
b2356	1.32814	61.5668	608.031	1.17861	245.971
b2357	2.65628	96.7478	2617.82	15.3219	406.314
b2358	2.65628	77.3982	2210.28	11.7861	66.3199
b2359	53.1256	208.448	1686.88	30.6437	130.121
b2360	158.049	994.743	15164.6	240.435	1752.02
b2361	9.29699	231.315	1004.89	31.8223	261.922
b2362	7.96884	84.4344	1163.48	31.8223	277.033
b2363	30.5472	106.423	703.344	28.2865	141.035
b2364	439.615	1597.22	3151.08	718.949	2076.91
b2365	302.816	715.054	2025.4	374.796	801.716
b2366	1035.95	1044	2507.72	1336.54	1646.25
b2367	75.704	386.991	2228.35	148.504	776.531
b2368	122.189	464.389	2815.02	188.577	805.913
b2369	2527.45	2563.82	2981.82	3693.75	2216.26
b2370	6136.01	12090.8	16628.8	7271.99	11803.3
b2371	118.205	2300.84	5330.13	231.007	3270.66
b2372	50.4693	257.701	4965.31	53.0372	1004.87
b2373	78.3603	437.124	7469.74	157.933	1192.08
b2374	108.908	591.921	4670.34	196.827	1619.38
b2375	42.5005	325.424	1801.91	120.218	636.336
b2376	91.6417	315.75	659.796	147.326	473.474
b2377	151.408	159.194	224.314	259.293	260.243
b2378	609.617	7270.16	4654.72	829.738	5718.62
b2379	1225.87	1166.25	1179.91	1663.01	1344.87
b2380	2125.03	1754.65	1859.42	1386.04	1170.25
b2381	1840.8	1330.72	1448.59	1032.46	883.986
b2382	962.902	1377.34	2083.74	506.8	980.528
b2383	301.488	1063.35	2575.09	358.296	1730.19
b2384	54.4538	121.375	822.485	44.787	89.8257
b2385	37.1879	79.1573	1535.69	53.0372	254.366
b2386	39.8442	157.435	995.856	44.787	371.056
b2387	3.98442	47.4944	534.903	10.6074	183.009
b2388	1069.15	712.416	1436.27	781.415	897.418
b2389	555.163	1007.06	2104.28	773.165	929.318
b2390	261.644	581.366	1101.03	406.619	638.854
b2392	699.93	781.019	1552.12	815.595	1263.44
b2393	4815.84	2296.44	5759.86	4871.17	2651.96
b2394	0	0	0	0	0
b2395	2333.54	3560.32	4867.54	2412.6	3153.13
b2396	0	0	0	0	0
b2397	0	0	0	0	0
b2398	709.227	568.173	331.13	788.487	564.139
b2399	1039.93	898.875	501.215	763.736	619.546
b2400	52121.6	31531	7466.46	46234.3	19098.5
b2401	0	0	0	0	0
b2402	0	0	0	0	0
b2403	0	0	0	0	0
b2404	0	0	0	0	0
b2405	620.242	739.681	1385.32	662.376	871.393
b2406	318.754	667.56	718.134	243.971	1086.3
b2407	9.29699	79.1573	240.747	30.6437	202.318
b2408	86.3291	427.449	791.262	83.681	887.344
b2409	482.115	533.872	776.472	425.476	837.814
b2410	2098.46	1844.36	1096.92	1238.71	1389.36
b2411	4386.85	2681.67	1889	4838.17	3404.98
b2412	14706.5	7377.46	2137.15	11432.5	3733.22
b2413	2362.76	1474.96	746.071	2126.2	919.245
b2414	30034.6	12394.3	3730.35	84293.8	31146
b2415	38825.5	38095.8	10167.3	37324.1	25141.1
b2416	72438.1	32736.8	9480.36	62675.9	29708
b2417	31166.2	11841.1	4912.73	18352.1	9298.22
b2418	3135.74	1554.12	845.492	2313.6	1121.56
b2419	300.16	400.184	524.221	241.614	437.376
b2420	794.228	1261.24	1184.02	786.13	1396.92
b2421	1293.61	605.113	709.917	2116.77	1552.22
b2422	170.002	102.904	414.94	2616.5	1459.88
b2423	168.674	86.1935	312.232	1747.87	603.595
b2424	31.8754	63.3258	128.18	914.598	370.216
b2425	126.173	84.4344	277.722	3315.42	1049.37
b2426	2430.5	1783.68	1276.87	2426.75	2252.36
b2427	236.409	204.929	536.546	306.437	397.08
b2428	223.128	89.7116	380.43	220.399	360.982
b2429	460.865	718.572	797.014	457.299	658.162
b2430	427.661	1607.77	1194.7	563.373	1248.33
b2431	9340.81	3566.48	1088.7	6233.64	2375.76
b2432	2992.3	893.598	615.426	2181.6	965.417
b2433	401.099	201.411	78.058	334.724	346.711
b2434	648.133	281.448	170.084	482.049	351.747
b2435	2858.16	2014.99	1014.75	3000.73	1681.5
b2436	1588.46	1310.49	590.776	1692.48	1135.83
b2437	482.115	1065.11	689.376	377.154	1087.14
b2438	767.665	408.1	230.066	453.763	347.55
b2439	474.146	291.123	540.655	470.263	502.856
b2440	596.335	277.93	478.208	419.583	308.933
b2441	6429.53	9950.95	5178.12	6329.11	10630.5
b2442	1937.76	1858.44	3293.23	1576.97	1827.58
b2443	460.865	504.848	556.266	413.69	214.91
b2444	74.3759	129.29	129.823	87.2168	149.43
b2445	17.2658	97.6273	97.778	25.9293	171.257
b2446	39.8442	39.5786	36.1532	60.1089	126.763
b2447	127.502	153.037	93.6697	163.826	183.849
b2448	19.9221	35.181	48.4782	36.5368	77.2333
b2449	527.272	186.459	204.594	601.089	293.822
b2450	719.852	275.291	163.511	735.45	504.535
b2451	43.8286	69.4825	193.913	47.1442	258.564
b2452	59.7663	127.531	183.231	94.2884	119.208
b2453	49.1412	73.8801	197.199	48.3228	65.4804
b2454	15.9377	37.8196	142.969	10.6074	74.7149
b2455	21.2503	38.6991	343.455	49.5014	155.306
b2456	7.96884	6.15668	55.0515	3.53582	36.0982
b2457	73.0477	343.015	433.017	47.1442	312.291
b2458	79.6884	122.254	567.77	69.5377	298.859
b2459	66.407	77.3982	225.136	77.7879	203.997
b2460	13.2814	34.3015	190.626	29.4651	177.133
b2461	9.29699	121.375	222.671	22.3935	109.974
b2462	5.31256	84.4344	155.294	0	79.7518
b2463	3493.01	1295.54	1173.34	3601.82	2166.73
b2464	2717.38	392.268	448.628	4384.41	897.418
b2465	3495.67	596.318	723.064	5776.34	1131.64
b2466	162.033	235.713	473.278	159.112	379.451
b2467	1381.27	759.91	565.305	954.67	804.234
b2468	512.662	788.934	783.045	407.797	925.961
b2469	1510.1	1434.51	949.022	1658.3	1283.58
b2470	1176.73	1163.61	1147.86	1028.92	1262.6
b2471	2779.8	2353.61	1627.72	2307.71	1794
b2472	5312.56	3328.12	3588.21	3330.74	3246.32
b2473	1213.92	1525.1	1230.85	687.127	1253.36
b2474	4200.91	6095.11	4042.59	3412.06	4932.86
b2475	3960.52	3309.65	1699.2	3100.91	2971.8
b2476	54372.8	31199.4	3787.87	33058.7	9999.2
b2477	26742.1	8430.25	2976.07	16242.4	6831.79
b2478	29713.2	9510.31	3145.33	18988.5	7505.9
b2479	12460.6	7190.12	1691.81	10706.4	4699.48
b2480	49397.5	20762.1	6375.29	33352.2	10853.8
b2481	29.2191	237.472	462.597	50.68	983.046
b2482	183.283	536.51	1293.3	262.829	650.607
b2483	67.7352	109.941	475.743	69.5377	149.43
b2484	45.1568	116.977	896.435	49.5014	276.193
b2485	47.8131	83.5549	470.813	42.4298	130.121
b2486	173.986	277.93	1070.63	167.362	455.845
b2487	255.003	260.34	1496.25	267.543	581.768
b2488	150.08	142.483	594.885	149.683	224.145
b2489	150.08	95.8683	810.16	123.754	135.158
b2490	58.4382	78.2778	520.935	41.2512	109.134
b2491	370.551	636.776	3593.14	397.19	679.989
b2492	456.88	1453.86	1181.55	592.838	999.836
b2493	994.777	580.487	805.23	743.7	769.815
b2494	5490.53	2298.2	2791.19	4056.76	2396.75
b2495	3349.57	2242.79	2400.08	2028.38	1831.77
b2496	3860.91	5828.61	4660.48	5245.97	5287.96
b2497	1285.64	424.811	2500.32	8173.63	2932.35
b2498	15272.3	7569.2	4403.3	34084.1	10075.6
b2499	49797.3	16804.2	3107.53	22068.2	8797.88
b2500	23314.2	11532.3	1482.28	13479.7	6386.02
b2501	8314.16	10416.2	4211.85	7994.48	8504.06
b2502	7067.04	12360	5880.65	5395.65	8640.06
b2503	508.678	3265.68	7012.08	579.874	3594.71
b2504	1281.66	2856.7	4133.79	1506.26	1950.98
b2505	108.908	1051.03	3014.68	93.1098	1380.97
b2506	120.861	605.993	2385.29	111.967	894.06
b2507	53123	21260.8	17559	34935	30643.2
b2508	12836.5	7802.27	6673.55	9808.35	9711.25
b2509	5389.6	5168.09	2985.1	5141.08	4347.73
b2510	641.492	721.211	503.68	444.334	371.056
b2511	9870.74	4498.77	5657.98	6149.96	4400.62
b2512	14276.2	5497.03	2949.77	8468.28	4563.48
b2513	5154.51	1986.85	761.682	3285.95	1162.7
b2514	22853.3	16650.3	3193.81	20551.3	7657.01
b2515	10048.7	4750.32	1826.56	7227.21	3622.41
b2516	9753.87	4503.17	1396.83	6270.18	2984.4
b2517	8512.05	5958.78	2536.48	4780.42	3815.49
b2518	16710.7	22960	5546.23	46593.8	13765.2
b2519	1819.55	2070.4	1818.34	1487.4	1397.76
b2520	10820.4	5916.57	3588.21	8997.47	4918.59
b2521	3730.75	1476.72	442.877	2436.18	1190.4
b2522	2466.36	2132.85	1617.03	1482.69	1798.19
b2523	3560.75	1957.82	1328.63	2437.36	2293.49
b2524	4388.18	4897.2	1097.74	3356.67	2510.08
b2525	4283.25	2804.81	1050.09	2226.38	2034.09
b2526	10038.1	5444.26	2673.69	5996.74	4689.41
b2527	2393.31	1023.77	486.425	1147.96	976.33
b2528	5972.65	1812.7	896.435	2222.85	1250.84
b2529	7525.25	1653.51	660.618	2031.92	1373.41
b2530	17518.2	4011.52	1778.9	5296.65	3932.18
b2531	3095.9	1000.02	507.788	1004.17	1232.38
b2532	7044.46	4582.33	1443.66	5181.15	2159.18
b2533	10018.2	15627.4	8918.34	17895.9	12621.8
b2534	139.455	1460.89	3303.91	154.397	2503.37
b2535	687.977	1284.99	3153.55	1249.32	1856.12
b2536	1066.5	1098.53	2217.67	840.345	1074.55
b2537	402.427	352.69	3144.51	926.384	796.679
b2538	673.367	423.931	2268.61	570.445	568.337
b2539	107.579	221.64	723.064	170.898	251.848
b2540	100.939	54.5306	591.598	57.7516	121.726
b2541	233.753	254.183	1419.01	137.897	320.686
b2542	409.067	430.967	1633.47	387.761	355.945
b2543	555.163	221.64	474.1	849.774	350.068
b2544	249.69	304.316	1063.23	190.934	679.989
b2545	94.298	80.9163	681.981	162.648	56.246
b2546	26.5628	42.2172	456.023	58.9303	168.738
b2547	139.455	459.992	1291.66	122.575	753.865
b2548	59.7663	144.242	833.989	82.5024	366.019
b2549	297.504	627.981	1903.79	314.688	978.009
b2550	478.131	803.886	1334.38	438.441	839.493
b2551	256217	80095.7	9799.16	120448	42342.3
b2552	1673.46	2110.86	3874.14	1943.52	3249.68
b2553	8033.92	5227.02	5756.58	6508.26	2568.85
b2554	2650.97	1869.87	2685.2	2191.03	1744.47
b2555	3186.21	4695.79	3208.6	3702	2322.88
b2556	1834.16	1418.67	2433.77	1452.04	2133.15
b2557	80769.6	33849.4	7339.92	55168.1	21371
b2558	1223.22	2539.19	3396.76	1336.54	3172.44
b2559	1017.36	1756.41	1262.9	1152.68	1710.05
b2560	1342.75	722.09	769.077	1096.1	734.556
b2561	553.835	631.499	1133.9	802.63	634.657
b2562	431.646	871.61	758.396	998.278	639.693
b2563	2245.89	1850.52	1834.78	1370.72	1187.04
b2564	7878.53	6442.52	6527.3	4363.2	4356.97
b2565	2588.55	3563.84	3453.45	1730.19	3243.8
b2566	9599.8	7724.87	4691.7	8203.09	7565.51
b2567	4891.54	3873.43	2468.28	4221.76	3246.32
b2568	9405.89	4893.68	2551.27	6767.55	4246.15
b2569	21932.9	13693.3	4097.64	19335	10363.5
b2570	2397.29	1336	525.865	1923.48	1245.81
b2571	8043.22	3606.05	1540.62	6122.85	3498.17
b2572	25591.9	9147.94	3616.14	19055.7	7007.25
b2573	4995.14	2158.36	1009.82	4231.19	1281.91
b2574	447.583	1258.6	810.982	8833.65	4609.65
b2575	1000.09	579.607	394.399	961.742	1890.54
b2576	8850.73	4960.52	1629.36	7431.11	5105.79
b2577	571.101	2544.47	1341.78	571.623	1728.52
b2578	170.002	293.761	674.586	297.008	553.226
b2579	5090.76	4031.74	3392.65	30188.8	5719.46
b2580	2876.75	3639.48	2301.48	2772.08	2899.61
b2581	7213.13	4096.83	3222.56	3706.71	2782.92
b2582	1988.23	1660.54	1515.15	1957.66	1465.75
b2583	1330.8	2190.02	2983.46	656.483	1809.95
b2584	3494.34	3466.21	19885.9	2716.68	3865.86
b2585	15244.4	12219.2	16494.9	12144.3	8735.76
b2586	5021.7	12688.9	4402.47	4110.97	5797.54
b2587	37423	27897.7	12325	27865.8	17878.7
b2588	0	0	0	0	0
b2589	0	0	0	0	0
b2590	0	0	0	0	0
b2591	224.456	42.2172	32.0449	88.3954	7.55543
b2592	19822.5	4212.05	8200.2	10172.5	9288.15
b2593	1978.93	919.984	501.215	2252.31	1344.03
b2594	4093.33	2307	968.741	3863.47	2197.79
b2595	32949.8	19349.6	8804.95	24213.3	9696.14
b2597	33608.6	16462.1	18632.9	13604.6	8735.76
b2598	0	0	0	0	0
b2599	5693.74	3838.25	2369.68	7078.7	4477.85
b2600	1124.94	798.609	570.235	1063.1	1196.28
b2601	1288.3	692.186	815.912	1551.04	1330.6
b2602	227.112	338.617	499.572	377.154	486.906
b2603	1289.62	7929.8	3139.58	2018.95	2813.14
b2604	1721.27	3486.44	2393.51	1421.4	2528.55
b2605	1855.41	2087.11	1645.79	1426.11	1463.24
b2606	12009	5718.67	3367.18	10615.7	5227.52
b2607	89992.2	56827	27104.2	110708	50020.3
b2608	56772.7	32794	17015.8	57079.8	28714
b2609	38954.4	28855.5	13522.9	40892.9	21648.8
b2610	9841.52	3544.49	1298.23	6914.88	3143.9
b2611	2769.17	1341.28	885.753	1945.88	1051.04
b2614	44564.4	25778.9	25473.2	35161.3	19112.7
b2615	3106.52	1620.97	860.282	2479.79	2171.77
b2616	4107.94	2286.77	2181.52	2959.48	2501.69
b2617	10688.9	5278.03	2441.98	8023.94	3627.45
b2618	2228.62	1198.79	551.336	1938.81	882.307
b2619	6715.08	5822.46	1700.02	6578.97	3128.79
b2620	6748.28	3117.04	904.652	4702.63	2633.49
b2622	4442.63	1672.86	1821.63	3139.8	2276.7
b2623	366.567	782.778	2520.04	427.834	841.172
b2624	22.5784	32.5424	580.916	12.9647	177.133
b2625	98.2824	737.922	6125.5	82.5024	1050.21
b2626	73.0477	632.379	3166.69	69.5377	1180.33
b2627	3423.95	4891.04	6593.85	3004.26	6460.74
b2628	5227.56	5982.53	5580.74	5481.69	4865.7
b2629	77.0322	572.571	656.509	115.503	880.628
b2630	10497.6	12783	5510.08	14173.9	8931.36
b2631	560.475	1650.87	702.522	608.16	1147.59
b2632	274.925	634.138	691.841	254.579	768.136
b2633	69.0633	249.785	583.381	239.257	475.153
b2634	116.876	136.326	457.667	150.861	156.985
b2635	9.29699	25.5062	117.498	15.3219	46.1721
b2636	57.1101	111.7	388.647	74.2521	220.787
b2637	193.909	121.375	490.533	165.005	345.032
b2638	111.564	58.0487	98.5996	74.2521	67.1594
b2641	731.806	957.803	1783.01	625.839	1454
b2642	378.52	488.137	2937.45	359.475	445.771
b2643	130.158	474.064	430.552	241.614	316.489
b2644	82.3447	278.81	357.424	124.932	229.182
b2645	51.7975	136.326	177.479	66.0019	179.651
b2646	73.0477	83.5549	104.351	60.1089	62.1225
b2647	718.524	2577.89	2621.93	1315.32	4890.05
b2648	77.0322	365.883	746.892	43.6084	575.892
b2650	33.2035	255.062	826.594	23.5721	351.747
b2652	0	0	18.0766	0	10.0739
b2659	155.392	147.76	583.381	597.553	311.452
b2660	268.284	248.026	811.804	913.419	307.254
b2661	378.52	185.58	782.224	833.274	496.98
b2662	374.536	224.279	1036.12	709.52	439.055
b2663	193.909	379.075	1814.23	249.864	659.841
b2664	626.882	981.55	1013.11	1230.46	1382.64
b2665	2741.28	1038.72	854.53	3697.28	871.393
b2666	432.974	256.821	155.294	279.329	205.676
b2667	294.847	351.81	412.475	228.649	287.946
b2668	699.93	3905.97	3066.45	599.91	4303.24
b2669	9890.66	7439.91	3628.47	16777.4	5557.44
b2670	1725.25	1420.43	1220.99	1369.54	1333.95
b2671	217.815	464.389	453.558	274.615	526.362
b2672	1099.7	211.966	275.257	2192.21	233.379
b2673	180.627	134.567	193.091	45.9656	73.0359
b2674	156.721	51.892	244.856	35.3582	125.924
b2675	731.806	579.607	1301.52	452.584	720.285
b2676	197.893	139.845	1423.12	87.2168	268.638
b2677	1783.69	1529.49	3718.03	3621.85	3596.39
b2678	1296.27	1601.62	2619.46	2331.28	2847.56
b2679	1592.44	1645.59	5560.2	2836.9	4539.98
b2681	568.444	738.801	4617.75	583.41	1245.81
b2682	6944.85	4152.24	4786.19	4710.88	3499.01
b2683	2607.14	1858.44	4459.99	2060.2	1276.03
b2684	33033.5	32379.7	17042.9	19955	14313.4
b2685	2264.48	1640.31	16222.9	1922.3	2692.25
b2686	1960.34	4879.61	13675.8	2044.88	7263.29
b2687	32831.6	86054.5	191586	26671.8	53306.1
b2688	16875.4	38325.3	75676.9	14887	44632.5
b2689	2136.98	6337.86	12384.1	1476.79	7402.65
b2690	4745.45	42861.9	45167.7	3954.22	28499.9
b2691	0	0	0	0	0
b2692	0	0	0	0	0
b2693	0	0	0	0	0
b2694	0	0	0	0	0
b2695	7464.15	7003.66	2748.47	5203.54	3060.79
b2696	20086.8	9018.65	5048.3	13055.4	6675.65
b2697	47032.1	15414.6	6032.65	35645.7	21024.3
b2698	474.146	343.894	226.779	262.829	206.515
b2699	27371.7	11330	7677.63	13139.1	7483.24
b2700	754.384	386.112	198.021	625.839	392.043
b2701	2231.28	971.876	446.163	2033.09	946.108
b2702	22.5784	37.8196	124.071	21.2149	83.1098
b2703	75.704	109.941	327.844	76.6093	247.65
b2704	17.2658	16.711	103.53	9.42884	57.0855
b2705	215.159	240.11	759.217	220.399	549.028
b2706	140.783	84.4344	124.071	63.6447	78.9123
b2707	2111.74	1394.05	841.384	2262.92	1418.74
b2708	2324.25	930.538	587.49	1258.75	1084.62
b2709	573.757	373.798	516.005	549.23	1015.79
b2710	426.333	329.822	672.121	293.473	368.537
b2711	184.612	218.122	466.705	143.79	303.057
b2712	842.041	1011.45	882.467	914.598	1230.7
b2713	95.6261	218.122	387.825	76.6093	221.626
b2714	333.363	287.605	497.107	480.871	303.896
b2715	386.489	444.16	504.502	480.871	640.533
b2716	463.521	386.991	733.746	388.94	804.234
b2717	547.194	507.486	319.627	510.336	471.795
b2718	296.175	183.821	205.416	278.151	254.366
b2719	241.722	124.893	301.551	254.579	104.097
b2720	75.704	61.5668	271.971	69.5377	158.664
b2721	170.002	218.122	659.796	153.219	225.824
b2722	43.8286	33.422	203.773	43.6084	181.33
b2723	90.3136	109.061	357.424	111.967	125.924
b2724	22.5784	40.4582	267.041	15.3219	78.0728
b2725	10.6251	8.79525	207.059	23.5721	39.4562
b2726	69.0633	16.711	76.4147	172.076	75.5543
b2727	476.803	153.037	179.944	766.093	252.687
b2728	31.8754	23.7472	17.2549	69.5377	33.5797
b2729	707.899	294.641	427.265	898.097	511.251
b2730	454.224	348.292	572.7	678.877	493.622
b2731	1411.81	956.924	1242.36	1573.44	1174.45
b2732	132.814	148.64	214.454	115.503	324.044
b2733	6754.92	2606.03	2200.42	4494.02	2411.86
b2734	108.908	981.55	1555.41	139.075	982.207
b2735	645.476	632.379	836.454	531.551	971.293
b2736	164.689	386.112	843.027	245.15	729.519
b2737	427.661	456.474	732.102	430.191	820.184
b2738	90.3136	62.4463	262.111	55.3944	255.206
b2739	184.612	198.773	437.947	155.576	215.75
b2740	104.923	290.243	429.73	153.219	418.907
b2741	11010.3	3763.49	2151.12	8843.07	3722.31
b2742	5086.78	1866.35	1109.25	5111.61	2698.97
b2743	1989.55	1036.08	639.254	1450.86	1154.3
b2744	4085.36	2297.32	1326.17	3446.24	1915.72
b2745	5243.5	3217.3	1794.51	4695.56	2936.55
b2746	1697.36	1017.61	540.655	1232.82	1160.18
b2747	5453.35	5051.11	1603.07	5307.26	3593.03
b2748	3528.87	2931.46	1314.66	3851.68	2165.05
b2749	342.66	595.439	293.334	288.758	682.508
b2750	59.7663	183.821	175.836	227.471	345.871
b2751	298.832	255.062	358.245	2274.71	1234.89
b2752	95.6261	181.182	226.779	1729.01	779.889
b2753	812.822	1189.12	1008.18	1031.28	1753.7
b2754	112.892	97.6273	229.244	107.253	315.649
b2755	248.362	223.399	708.274	235.721	507.054
b2756	144.767	215.484	635.968	183.862	622.064
b2757	241.722	554.101	831.524	314.688	1283.58
b2758	281.566	476.703	1718.92	260.472	1116.53
b2759	132.814	236.592	1013.11	154.397	450.808
b2760	83.6729	316.629	1108.42	67.1805	771.494
b2761	220.471	1117	1879.14	344.153	2440.41
b2762	211.174	158.315	206.238	1026.57	1254.2
b2763	228.44	270.894	351.672	4184.05	2419.42
b2764	188.596	217.243	314.697	7510.07	1600.07
b2765	907.12	898.875	353.315	845.06	554.905
b2766	353.285	1126.67	1141.29	405.44	2219.62
b2767	41.1724	80.0368	173.371	63.6447	183.009
b2768	67.7352	311.352	528.33	106.074	398.759
b2769	95.6261	292.882	429.73	45.9656	387.006
b2770	69.0633	78.2778	399.329	42.4298	285.428
b2771	86.3291	102.025	429.73	64.8233	83.9493
b2774	13.2814	161.833	746.892	5.89303	229.182
b2775	205.862	705.379	1802.73	200.363	826.061
b2776	132.814	542.667	4055.73	179.148	1303.73
b2777	346.645	560.258	666.369	341.795	528.041
b2778	33.2035	335.099	703.344	45.9656	401.278
b2779	244432	198313	92944.1	118729	91860.7
b2780	34325.8	28315.4	16823.6	38130.2	26669.8
b2781	1317.52	959.562	569.413	1203.36	1009.07
b2782	791.572	572.571	356.602	591.66	601.077
b2783	697.274	394.027	245.677	466.728	627.941
b2784	7781.58	4057.25	1889	6402.18	3488.09
b2785	2022.76	1676.38	1103.49	1960.02	1354.1
b2786	5381.63	6249.03	3625.18	4997.29	4283.93
b2787	308.129	1230.46	1126.5	305.259	1110.65
b2788	176.643	368.521	476.565	160.29	403.796
b2789	43.8286	295.521	471.635	58.9303	265.28
b2790	2182.14	990.346	437.947	1285.86	470.116
b2791	2148.93	1656.15	575.986	1498.01	817.666
b2792	1511.42	2013.23	424.8	1143.25	891.541
b2793	3502.31	3621.01	1598.14	2876.97	2584.8
b2794	6966.1	3810.98	1551.3	4049.69	2509.24
b2795	6012.49	2748.52	1518.43	5533.55	3392.39
b2796	15522	8036.22	3331.02	15217	8424.31
b2797	2878.08	2582.29	1492.96	3357.85	4006.9
b2798	831.416	715.054	804.409	641.161	908.331
b2799	237.737	458.233	1364.78	223.935	1069.51
b2800	79.6884	193.496	824.129	90.7526	590.163
b2801	116.876	346.533	2404.19	137.897	307.254
b2802	387.817	505.727	1660.58	320.581	1064.48
b2803	1564.55	1596.34	1592.38	1547.51	1355.78
b2804	2540.73	1240.13	1540.62	1777.34	1249.17
b2805	1435.72	1113.48	1337.67	1114.96	1752.86
b2806	3097.22	1905.05	1306.45	2671.9	1979.52
b2807	564.46	233.074	294.977	509.157	537.275
b2808	1012.04	1026.41	616.248	1488.58	1551.38
b2809	249.69	1044	1521.72	568.088	1182.01
b2810	3746.69	4747.68	6216.71	3355.49	4485.41
b2811	1352.05	1320.17	1548.84	1084.32	1176.13
b2812	3562.07	2898.04	3169.16	1812.69	2396.75
b2813	3868.87	1985.09	2066.48	2847.51	1469.11
b2814	0	0	0	0	0
b2815	0	0	0	0	0
b2816	0	0	0	0	0
b2817	3932.62	5620.17	3781.3	3694.93	3473.82
b2818	721.18	1640.31	4471.49	837.988	2108.81
b2819	2935.19	2178.58	3843.74	1611.15	2055.08
b2820	9731.29	7760.05	6602.07	7082.24	4747.33
b2821	6926.25	5459.21	4856.85	4820.49	3348.74
b2822	7411.03	5220.86	4670.34	5131.65	4660.02
b2823	158.049	433.606	600.636	162.648	715.248
b2824	94.298	140.724	257.181	61.2875	167.059
b2825	62.4226	203.17	322.092	37.7154	226.663
b2826	26.5628	310.472	456.023	53.0372	460.882
b2827	10541.5	5445.14	2227.53	5464.01	4029.57
b2828	6664.61	2839.11	1171.69	3975.43	2872.74
b2829	13551	7994.01	2711.49	12118.4	6521.18
b2830	4985.84	2486.42	1056.66	4062.65	1764.61
b2831	475.474	430.967	291.691	321.759	289.625
b2832	1996.2	1915.61	1174.16	1048.96	1399.43
b2833	350.629	498.691	502.858	222.756	534.757
b2834	9177.45	4008.88	2604.67	6640.26	4247.83
b2835	1478.22	1687.81	1602.24	1034.82	1935.87
b2836	5189.05	2782.82	2686.84	3024.3	1835.13
b2837	776.962	646.451	714.847	557.48	752.186
b2838	227.112	528.595	732.102	379.511	781.568
b2839	948.292	1263	935.053	894.561	1068.67
b2840	1597.75	909.429	585.025	1010.06	1010.75
b2841	487.428	478.462	732.102	460.835	491.943
b2842	223.128	371.16	2193.84	355.939	785.765
b2843	212.503	1212.87	4984.21	267.543	1913.2
b2844	458.209	604.234	6462.38	962.92	1617.7
b2845	3579.34	3662.34	18365	5026.75	1408.67
b2846	96.9543	627.981	19650.1	101.36	575.053
b2847	329.379	814.441	19760.2	322.938	682.508
b2848	90.3136	569.053	1704.95	94.2884	218.268
b2849	2.65628	19.3496	1099.39	3.53582	15.9504
b2850	3.98442	37.8196	5691.66	3.53582	67.9989
b2851	2.65628	23.7472	301.551	2.35721	41.9746
b2852	66.407	372.919	16831.8	36.5368	579.25
b2853	14.6095	43.0967	510.253	11.7861	183.849
b2854	9.29699	85.314	3088.63	4.71442	186.367
b2856	38.5161	774.862	24518.4	41.2512	2097.05
b2858	6.6407	288.151	1308.45	2.35721	111.653
b2859	94.298	2399.68	12074.8	101.36	3630.81
b2860	0	0	0	0	0
b2861	0	0	0	0	0
b2863	665.399	51637.8	47953.9	724.842	42038.4
b2864	78.3603	3815.38	2017.18	99.0028	2270.83
b2865	2324.25	1755.53	765.791	2365.46	1393.56
b2866	310.785	886.562	2110.03	361.832	1373.41
b2867	164.689	305.195	714.847	210.97	556.584
b2868	147.424	373.798	710.739	121.396	594.361
b2869	394.458	1629.76	3277.62	390.118	2138.19
b2870	38.5161	271.773	1142.93	24.7507	367.698
b2871	454.224	790.693	1244.82	641.161	812.629
b2872	95.6261	228.677	842.205	76.6093	606.953
b2873	175.315	361.485	700.057	218.042	490.264
b2874	262.972	157.435	584.203	139.075	616.188
b2875	302.816	584.884	857.817	314.688	1067.83
b2876	46.4849	258.58	759.217	83.681	252.687
b2877	187.268	811.802	1305.62	288.758	1464.08
b2878	535.241	1495.19	2029.51	598.731	1653.8
b2879	83.6729	156.556	783.867	48.3228	454.166
b2880	119.533	81.7959	454.38	123.754	211.552
b2881	765.009	968.357	2469.1	727.199	1374.25
b2882	288.207	641.174	1409.15	276.972	1267.63
b2883	690.633	947.249	1249.75	801.451	927.64
b2886	136.798	225.158	391.934	100.181	285.428
b2887	208.518	969.237	1377.93	253.4	1695.78
b2888	61.0945	447.678	1002.43	95.467	634.657
b2889	407.739	427.449	640.076	397.19	334.118
b2890	24548	9063.51	4049.16	16146.9	10038.7
b2891	19822.5	6158.44	2501.14	13885.1	9361.18
b2892	5408.19	2343.06	1713.99	3923.58	2599.91
b2893	5598.11	2780.18	2328.59	5090.4	3618.21
b2894	2395.97	1037.84	824.129	2147.42	1482.54
b2895	5045.61	4194.46	1750.97	3478.06	2841.68
b2896	2158.23	2533.03	1210.31	1634.73	2677.98
b2897	1560.57	884.803	445.342	1281.14	731.198
b2898	13653.3	4148.72	2139.61	8544.89	4153.81
b2899	2221.98	2124.05	1719.74	1117.32	2302.73
b2900	4503.73	3051.95	2100.17	2937.08	1523.68
b2901	7128.13	2606.91	1831.49	4831.1	2722.48
b2902	1130.25	456.474	580.095	676.519	658.162
